sample_id,waste_type,data_source,paper_ref_no,cement_kg_m3,water_cement_ratio,curing_days,rac_%,rcwtb_%,ceramic_%,plastic_%,total_replacement_%,compressive_strength_mpa,flexural_strength_mpa,split_tensile_strength_mpa,chloride_penetration_mm,marine_durability_score,co2_emission_kg_m3,cost_usd_m3
1797,RCWTB,augmented_literature_based,This study (synthetic augmentation),338.9,0.436,56.0,24.3,8.3,0.0,0.0,32.6,58.9,6.79,5.3,14.54,8.2,254.2,57.4
1798,RAC,real,See Table 3 (compiled sources),400.0,0.46,28.0,1.0,0.0,0.0,0.0,1.0,51.4,6.31,4.69,14.64,7.3,336.9,66.2
1799,RCWTB,augmented_literature_based,This study (synthetic augmentation),516.2,0.599,14.0,40.3,9.3,0.0,0.0,49.6,41.7,4.59,3.65,25.83,5.5,381.6,62.6
1800,RAC,real,See Table 3 (compiled sources),380.0,0.55,28.0,20.0,0.0,0.0,0.0,20.0,45.3,5.24,4.08,23.4,5.4,296.7,58.1
1801,RAC,real,See Table 3 (compiled sources),350.0,0.634285714,28.0,100.0,0.0,0.0,0.0,100.0,35.6,4.4,3.52,30.0,3.6,196.6,27.6
1802,Ceramic,augmented_literature_based,This study (synthetic augmentation),348.6,0.418,7.0,33.4,0.0,12.2,0.0,45.6,52.1,6.84,4.66,17.52,7.0,243.2,43.9
1803,RAC,real,See Table 3 (compiled sources),394.0,0.47,7.0,0.0,0.0,0.0,0.0,0.0,24.9,2.79,2.12,20.88,6.1,336.7,59.3
1804,RAC,real,See Table 3 (compiled sources),210.0,0.53,56.0,2.0,0.0,0.0,0.0,2.0,42.8,5.23,3.7,18.22,6.3,175.7,39.5
1805,RAC,real,See Table 3 (compiled sources),410.0,0.549,4.0,49.1,0.0,0.0,0.0,49.1,40.3,4.94,3.66,24.73,4.9,289.3,51.2
1806,RAC,real,See Table 3 (compiled sources),467.4,0.42,28.0,0.0,0.0,0.0,0.0,0.0,24.6,3.24,2.09,18.74,6.2,376.0,66.5
1807,RAC,real,See Table 3 (compiled sources),210.0,0.54,28.0,1.0,0.0,0.0,0.0,1.0,33.8,4.39,3.03,20.77,5.3,168.6,37.1
1808,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.59,28.0,10.0,0.0,0.0,0.0,10.0,40.0,4.93,3.5,22.76,5.2,303.8,60.4
1809,RCWTB,augmented_literature_based,This study (synthetic augmentation),368.6,0.593,56.0,48.7,5.0,0.0,0.0,53.7,45.5,5.5,4.32,24.08,5.9,251.0,54.7
1810,RCWTB,augmented_literature_based,This study (synthetic augmentation),493.1,0.323,7.0,39.8,13.1,0.0,0.0,52.9,62.9,7.88,5.65,12.81,8.9,363.7,69.7
1811,RAC,real,See Table 3 (compiled sources),420.0,0.47,56.0,1.0,0.0,0.0,0.0,1.0,54.2,6.42,4.64,14.66,7.5,347.3,66.6
1812,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.47,28.0,0.0,0.0,0.0,0.0,0.0,39.0,5.01,3.42,17.65,6.2,298.5,60.9
1813,RAC,real,See Table 3 (compiled sources),500.0,0.34,28.0,2.0,0.0,0.0,0.0,2.0,60.4,7.31,5.39,13.28,7.9,401.5,82.3
1814,RAC,real,See Table 3 (compiled sources),454.5,0.277227723,1.0,0.0,0.0,0.0,0.0,0.0,44.2,5.62,4.18,11.19,8.3,379.4,70.2
1815,RCWTB,augmented_literature_based,This study (synthetic augmentation),412.5,0.419,28.0,42.4,9.4,0.0,0.0,51.8,56.8,6.49,4.84,15.32,7.5,290.5,61.7
1816,RAC,real,See Table 3 (compiled sources),537.0,0.41,28.0,15.0,0.0,0.0,0.0,15.0,55.2,6.79,4.95,15.08,7.4,420.0,82.5
1817,RAC,real,"Hoang 2024, Mathematics (Ref 9)",220.0,0.795,3.0,50.0,0.0,0.0,0.0,50.0,18.6,2.37,1.69,30.0,2.7,137.1,21.1
1818,RAC,real,See Table 3 (compiled sources),400.0,0.43,3.0,2.0,0.0,0.0,0.0,2.0,33.9,3.65,3.09,17.73,6.3,332.1,56.6
1819,RAC,real,See Table 3 (compiled sources),350.0,0.44,3.0,2.0,0.0,0.0,0.0,2.0,39.5,4.46,3.89,18.51,6.0,288.9,49.4
1820,RCWTB_FreezeThaw,augmented_literature_based,This study (synthetic augmentation),487.4,0.4,90.0,46.1,6.2,0.0,0.0,52.3,63.5,7.1,5.41,14.41,8.4,352.8,65.9
1821,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.47,28.0,100.0,0.0,0.0,0.0,100.0,41.6,4.57,3.88,25.58,4.6,220.7,32.8
1822,RAC,real,See Table 3 (compiled sources),513.0,0.4,90.0,0.0,0.0,0.0,0.0,0.0,45.0,4.89,4.07,11.91,8.2,420.0,78.2
1823,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.5,28.0,60.0,0.0,0.0,0.0,60.0,30.4,3.33,2.96,23.08,5.1,255.1,51.9
1824,RAC,real,See Table 3 (compiled sources),280.0,0.688,28.0,100.0,0.0,0.0,0.0,100.0,34.7,3.58,3.1,30.0,3.3,144.5,22.7
1825,RCWTB,augmented_literature_based,This study (synthetic augmentation),518.7,0.388,7.0,48.9,18.0,0.0,0.0,66.9,54.1,6.34,4.66,15.22,8.6,364.1,72.0
1826,RAC,real,See Table 3 (compiled sources),210.0,0.5,28.0,0.0,0.0,0.0,0.0,0.0,33.2,4.09,3.34,18.86,6.6,163.1,41.1
1827,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.5,28.0,50.0,0.0,0.0,0.0,50.0,30.4,3.4,2.91,24.21,5.5,263.9,51.6
1828,RAC,real,See Table 3 (compiled sources),300.0,0.56,28.0,2.0,0.0,0.0,0.0,2.0,44.7,5.7,3.89,21.12,5.3,249.2,49.9
1829,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.38,28.0,33.0,0.0,0.0,0.0,33.0,42.4,5.24,3.94,16.72,6.9,275.9,52.1
1830,Ceramic,augmented_literature_based,This study (synthetic augmentation),336.5,0.335,56.0,34.5,0.0,18.2,0.0,52.7,66.3,8.4,5.97,9.95,9.7,230.6,50.1
1831,RAC,real,See Table 3 (compiled sources),340.0,0.53,56.0,2.0,0.0,0.0,0.0,2.0,49.6,5.91,4.51,17.47,6.7,288.6,60.6
1832,RAC,real,See Table 3 (compiled sources),350.0,0.33,28.0,2.0,0.0,0.0,0.0,2.0,59.5,6.36,5.49,9.76,8.4,282.0,68.7
1833,RAC,real,See Table 3 (compiled sources),500.0,0.36,3.0,1.0,0.0,0.0,0.0,1.0,41.0,4.79,3.94,15.11,6.8,407.1,68.9
1834,RAC,real,See Table 3 (compiled sources),350.0,0.34,28.0,1.0,0.0,0.0,0.0,1.0,56.2,6.99,4.82,12.39,7.7,277.2,58.8
1835,RAC,real,See Table 3 (compiled sources),280.0,0.43,56.0,1.0,0.0,0.0,0.0,1.0,50.7,6.47,4.8,12.83,8.4,220.4,53.4
1836,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.45,28.0,20.0,0.0,0.0,0.0,20.0,64.8,7.82,5.65,16.54,7.0,291.8,66.2
1837,RAC,real,See Table 3 (compiled sources),400.0,0.44,3.0,1.0,0.0,0.0,0.0,1.0,35.8,4.12,3.28,16.98,6.8,331.9,60.8
1838,RAC,real,See Table 3 (compiled sources),210.0,0.5,3.0,2.0,0.0,0.0,0.0,2.0,19.3,2.54,1.76,21.69,5.4,172.5,31.2
1839,RAC,real,See Table 3 (compiled sources),450.0,0.42,3.0,2.0,0.0,0.0,0.0,2.0,34.3,4.27,2.8,17.94,6.0,366.5,65.8
1840,RAC,real,See Table 3 (compiled sources),400.0,0.45,28.0,20.0,0.0,0.0,0.0,20.0,62.4,7.35,5.8,15.5,6.3,303.8,70.6
1841,RAC,real,See Table 3 (compiled sources),500.0,0.35,56.0,1.0,0.0,0.0,0.0,1.0,65.8,7.98,5.95,8.78,8.5,410.2,78.6
1842,RAC,real,See Table 3 (compiled sources),300.0,0.53,3.0,1.0,0.0,0.0,0.0,1.0,24.4,3.18,2.19,22.35,5.1,244.4,39.9
1843,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.37,28.0,30.0,0.0,0.0,0.0,30.0,37.2,5.0,3.2,16.67,7.8,287.8,52.1
1844,RAC,real,See Table 3 (compiled sources),450.0,0.43,3.0,2.0,0.0,0.0,0.0,2.0,32.2,4.06,2.85,17.39,6.4,375.3,67.0
1845,RAC,real,See Table 3 (compiled sources),210.0,0.58,56.0,2.0,0.0,0.0,0.0,2.0,41.9,4.84,3.58,21.14,5.6,167.6,41.6
1846,RAC,real,See Table 3 (compiled sources),350.0,0.33,56.0,1.0,0.0,0.0,0.0,1.0,61.1,7.58,5.49,10.07,8.7,286.6,66.0
1847,RAC,real,See Table 3 (compiled sources),380.0,0.45,7.0,0.0,0.0,0.0,0.0,0.0,18.5,2.0,1.58,21.2,5.7,317.5,53.2
1848,RAC,real,See Table 3 (compiled sources),380.0,0.51,28.0,100.0,0.0,0.0,0.0,100.0,31.4,3.36,2.73,28.16,4.5,219.8,32.0
1849,RCWTB,augmented_literature_based,This study (synthetic augmentation),379.7,0.572,56.0,32.3,12.3,0.0,0.0,44.6,52.0,5.94,4.68,21.0,6.6,273.8,57.6
1850,RAC,real,See Table 3 (compiled sources),454.5,0.277227723,1.0,0.0,0.0,0.0,0.0,0.0,44.2,5.41,3.98,11.61,7.8,373.0,72.6
1851,RCWTB,augmented_literature_based,This study (synthetic augmentation),453.0,0.382,28.0,30.1,6.8,0.0,0.0,36.9,55.9,6.28,4.55,13.4,7.2,343.9,66.5
1852,RAC,real,See Table 3 (compiled sources),300.0,0.56,3.0,2.0,0.0,0.0,0.0,2.0,23.7,2.42,2.04,23.05,5.1,249.8,43.8
1853,RAC,real,See Table 3 (compiled sources),500.0,0.33,28.0,1.0,0.0,0.0,0.0,1.0,66.6,8.09,6.0,8.88,8.4,413.0,95.7
1854,RAC,real,See Table 3 (compiled sources),350.0,0.45,28.0,4.1,0.0,0.0,0.0,4.1,36.2,4.38,3.39,18.43,7.0,287.9,56.8
1855,RAC,real,See Table 3 (compiled sources),280.0,0.42,56.0,2.0,0.0,0.0,0.0,2.0,61.1,7.28,5.74,11.46,8.1,229.8,54.0
1856,RCWTB,augmented_literature_based,This study (synthetic augmentation),420.5,0.43,90.0,47.5,5.6,0.0,0.0,53.1,58.5,7.19,5.41,15.71,7.7,302.4,59.5
1857,RAC,real,See Table 3 (compiled sources),454.5,0.277227723,28.0,0.0,0.0,0.0,0.0,0.0,85.3,9.0,6.0,6.63,9.2,366.2,91.3
1858,RAC,real,See Table 3 (compiled sources),280.0,0.4,3.0,1.0,0.0,0.0,0.0,1.0,25.3,2.7,2.1,19.15,6.0,228.9,46.5
1859,RAC,real,See Table 3 (compiled sources),467.4,0.42,7.0,0.0,0.0,0.0,0.0,0.0,18.5,2.36,1.5,19.35,6.5,392.3,67.0
1860,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.49,28.0,25.0,0.0,0.0,0.0,25.0,32.6,3.3,2.84,21.18,5.6,292.5,48.9
1861,RAC,real,See Table 3 (compiled sources),210.0,0.59,3.0,1.0,0.0,0.0,0.0,1.0,15.8,2.0,1.5,26.04,4.2,179.2,26.1
1862,RAC,real,See Table 3 (compiled sources),378.0,0.45,3.0,100.0,0.0,0.0,0.0,100.0,20.0,2.29,1.72,26.71,4.7,218.1,35.5
1863,RAC,real,See Table 3 (compiled sources),380.0,0.5,28.0,50.0,0.0,0.0,0.0,50.0,46.4,5.36,4.13,22.14,5.7,269.6,51.9
1864,RAC,real,See Table 3 (compiled sources),350.0,0.43,56.0,1.0,0.0,0.0,0.0,1.0,59.3,7.03,5.49,13.89,7.5,285.7,69.2
1865,Plastic,real,See Table 3 (compiled sources),380.0,0.45,28.0,0.0,0.0,0.0,15.0,15.0,34.5,4.3,3.4,19.22,6.3,299.7,59.9
1866,RAC,real,See Table 3 (compiled sources),385.0,0.403,7.0,100.0,0.0,0.0,0.0,100.0,42.8,4.41,4.11,22.91,5.4,220.0,36.1
1867,RAC,real,See Table 3 (compiled sources),280.0,0.39,28.0,1.0,0.0,0.0,0.0,1.0,47.1,5.31,4.39,14.45,7.4,227.3,54.9
1868,RAC,real,See Table 3 (compiled sources),340.0,0.561,90.0,100.0,0.0,0.0,0.0,100.0,51.8,6.21,4.59,26.41,5.7,184.2,38.1
1869,RAC,real,See Table 3 (compiled sources),280.0,0.41,3.0,2.0,0.0,0.0,0.0,2.0,25.6,2.63,2.15,17.79,7.0,220.0,44.7
1870,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.48,28.0,30.0,0.0,0.0,0.0,30.0,39.0,4.21,3.35,20.39,6.1,280.8,55.6
1871,Plastic,augmented_literature_based,This study (synthetic augmentation),446.7,0.428,7.0,45.8,0.0,0.0,9.7,55.5,46.4,5.1,3.96,20.53,6.0,314.9,60.9
1872,RAC,real,See Table 3 (compiled sources),280.0,0.57,56.0,1.0,0.0,0.0,0.0,1.0,49.9,5.82,4.29,19.22,5.4,235.7,52.9
1873,RAC,real,See Table 3 (compiled sources),394.0,0.47,28.0,0.0,0.0,0.0,0.0,0.0,37.0,4.41,3.28,17.8,6.7,318.7,58.3
1874,RAC,real,See Table 3 (compiled sources),350.0,0.33,3.0,1.0,0.0,0.0,0.0,1.0,30.7,3.82,2.66,14.66,7.7,289.5,58.8
1875,RAC,real,See Table 3 (compiled sources),350.0,0.34,3.0,2.0,0.0,0.0,0.0,2.0,26.6,2.92,2.07,15.55,6.5,286.2,59.0
1876,RAC,real,See Table 3 (compiled sources),264.0,0.674242424,28.0,100.0,0.0,0.0,0.0,100.0,18.0,2.59,1.91,30.0,3.7,126.2,16.3
1877,RAC,real,See Table 3 (compiled sources),461.0,0.52,28.0,0.0,0.0,0.0,0.0,0.0,24.9,2.8,2.54,21.46,5.8,376.7,62.2
1878,RAC,real,See Table 3 (compiled sources),300.0,0.53,3.0,1.0,0.0,0.0,0.0,1.0,24.4,2.76,2.07,22.41,4.9,240.6,49.4
1879,RAC,real,See Table 3 (compiled sources),450.0,0.33,28.0,2.0,0.0,0.0,0.0,2.0,68.3,8.61,6.0,9.87,8.6,365.8,83.0
1880,RAC,real,See Table 3 (compiled sources),400.0,0.46,56.0,1.0,0.0,0.0,0.0,1.0,57.1,6.83,4.88,13.77,7.9,321.5,72.1
1881,RCWTB,augmented_literature_based,This study (synthetic augmentation),433.6,0.311,28.0,37.7,8.7,0.0,0.0,46.4,65.2,8.08,6.0,12.11,9.1,312.8,60.9
1882,RAC,real,See Table 3 (compiled sources),353.0,0.55,56.0,0.0,0.0,0.0,0.0,0.0,31.5,4.26,3.19,20.29,5.9,278.2,54.9
1883,RAC,real,See Table 3 (compiled sources),350.0,0.4,56.0,2.0,0.0,0.0,0.0,2.0,66.8,7.71,6.0,11.04,8.6,284.6,71.1
1884,RAC,real,See Table 3 (compiled sources),350.0,0.44,28.0,2.0,0.0,0.0,0.0,2.0,64.1,7.99,5.78,14.24,7.1,286.6,59.5
1885,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.72,28.0,40.0,0.0,0.0,0.0,40.0,26.6,2.0,2.22,30.0,3.6,272.3,49.0
1886,RCWTB,augmented_literature_based,This study (synthetic augmentation),408.1,0.593,7.0,35.5,10.3,0.0,0.0,45.8,39.1,5.17,3.47,25.42,5.4,300.4,44.6
1887,RAC,real,See Table 3 (compiled sources),210.0,0.52,28.0,2.0,0.0,0.0,0.0,2.0,39.2,4.71,3.42,19.51,6.1,180.1,33.4
1888,RCWTB,augmented_literature_based,This study (synthetic augmentation),480.5,0.379,7.0,23.6,18.7,0.0,0.0,42.3,60.7,6.88,5.74,13.17,8.7,357.1,71.3
1889,RAC,real,See Table 3 (compiled sources),400.0,0.41,56.0,1.0,0.0,0.0,0.0,1.0,64.8,7.48,5.67,9.89,8.4,334.7,71.4
1890,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.4,28.0,50.0,0.0,0.0,0.0,50.0,46.1,5.33,4.28,18.34,6.8,261.4,52.6
1891,RAC,real,See Table 3 (compiled sources),210.0,0.56,3.0,1.0,0.0,0.0,0.0,1.0,17.4,2.08,1.55,24.13,4.7,166.3,29.9
1892,RAC,real,See Table 3 (compiled sources),280.0,0.5,28.0,2.0,0.0,0.0,0.0,2.0,48.0,6.31,4.2,18.9,5.6,231.5,51.7
1893,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.42,28.0,100.0,0.0,0.0,0.0,100.0,66.8,7.52,5.81,21.38,5.2,220.6,47.7
1894,RAC,real,See Table 3 (compiled sources),275.0,0.531,56.0,100.0,0.0,0.0,0.0,100.0,55.3,6.66,5.22,24.0,5.1,142.8,32.4
1895,RAC,real,See Table 3 (compiled sources),400.0,0.41,28.0,1.0,0.0,0.0,0.0,1.0,59.1,7.65,5.1,14.68,7.9,322.2,74.3
1896,RAC,real,See Table 3 (compiled sources),370.0,0.45,28.0,30.0,0.0,0.0,0.0,30.0,50.6,5.85,4.66,17.41,6.7,277.2,59.1
1897,RAC,real,See Table 3 (compiled sources),210.0,0.5,3.0,2.0,0.0,0.0,0.0,2.0,19.3,2.23,1.68,22.93,5.8,163.3,33.8
1898,RAC,real,See Table 3 (compiled sources),450.0,0.34,56.0,2.0,0.0,0.0,0.0,2.0,80.2,9.0,6.0,6.97,9.5,371.7,85.5
1899,RAC,real,See Table 3 (compiled sources),450.0,0.33,28.0,2.0,0.0,0.0,0.0,2.0,68.3,8.41,5.96,9.57,8.5,364.8,84.7
1900,Combined,augmented_literature_based,This study (synthetic augmentation),441.3,0.579,56.0,21.0,9.5,9.0,7.4,46.9,48.1,5.73,4.09,19.84,7.3,325.8,63.5
1901,RAC,real,See Table 3 (compiled sources),280.0,0.38,28.0,2.0,0.0,0.0,0.0,2.0,51.1,6.31,4.43,14.02,7.7,223.6,51.4
1902,RAC,real,See Table 3 (compiled sources),380.0,0.3,28.0,50.0,0.0,0.0,0.0,50.0,66.8,8.31,6.0,13.52,7.9,263.7,66.6
1903,RAC,real,See Table 3 (compiled sources),454.5,0.289108911,56.0,7.7,0.0,0.0,0.0,7.7,76.2,9.0,6.0,5.47,9.9,368.3,87.3
1904,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.45,28.0,20.0,0.0,0.0,0.0,20.0,50.5,5.67,4.43,16.97,6.8,292.7,63.6
1905,RAC,real,See Table 3 (compiled sources),210.0,0.57,3.0,2.0,0.0,0.0,0.0,2.0,15.9,2.0,1.6,24.72,4.4,181.6,29.9
1906,RAC,real,"Mahmoudian, Bypour & Kontoni 2024, Asian J. Civil Eng. (Ref 45)",350.0,0.5,28.0,0.0,0.0,0.0,0.0,0.0,27.6,3.54,2.47,19.14,6.0,291.4,54.2
1907,RAC,real,See Table 3 (compiled sources),210.0,0.56,56.0,1.0,0.0,0.0,0.0,1.0,42.7,5.49,3.99,19.72,6.6,171.3,38.5
1908,RAC,real,See Table 3 (compiled sources),243.0,0.72,28.0,100.0,0.0,0.0,0.0,100.0,30.7,3.66,2.83,30.0,3.7,109.4,19.5
1909,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.5,28.0,100.0,0.0,0.0,0.0,100.0,20.4,2.4,2.03,27.75,4.9,217.4,23.5
1910,RAC,real,See Table 3 (compiled sources),300.0,0.58,56.0,1.0,0.0,0.0,0.0,1.0,47.5,5.38,4.31,19.99,5.6,252.6,49.6
1911,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.45,28.0,0.0,0.0,0.0,0.0,0.0,35.2,4.05,3.11,17.58,6.4,309.1,55.7
1912,RAC,real,See Table 3 (compiled sources),300.0,0.55,56.0,2.0,0.0,0.0,0.0,2.0,52.0,6.11,4.55,18.48,5.9,251.5,56.9
1913,RAC,real,See Table 3 (compiled sources),500.0,0.33,3.0,1.0,0.0,0.0,0.0,1.0,36.5,4.44,3.36,13.43,7.8,411.1,76.0
1914,RAC,real,See Table 3 (compiled sources),380.0,0.35,28.0,100.0,0.0,0.0,0.0,100.0,45.5,5.03,4.11,18.85,7.7,223.1,38.3
1915,RAC,real,See Table 3 (compiled sources),420.0,0.47,3.0,1.0,0.0,0.0,0.0,1.0,32.5,3.93,3.03,19.51,5.9,344.9,53.2
1916,Combined,augmented_literature_based,This study (synthetic augmentation),405.3,0.414,14.0,26.3,9.0,14.6,5.6,55.5,55.3,6.22,5.24,15.89,8.2,277.1,59.5
1917,RAC,real,See Table 3 (compiled sources),300.0,0.53,56.0,1.0,0.0,0.0,0.0,1.0,50.4,5.55,4.38,16.62,7.1,250.9,60.1
1918,RAC,real,See Table 3 (compiled sources),454.5,0.387238724,28.0,8.0,0.0,0.0,0.0,8.0,67.7,7.8,5.86,9.21,8.4,361.8,80.4
1919,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.44,28.0,100.0,0.0,0.0,0.0,100.0,30.0,3.34,2.86,26.52,5.4,228.4,30.2
1920,RAC,real,See Table 3 (compiled sources),400.0,0.50625,28.0,50.0,0.0,0.0,0.0,50.0,44.0,5.94,3.94,21.69,5.3,285.3,56.7
1921,RAC,real,See Table 3 (compiled sources),380.0,0.84,28.0,40.0,0.0,0.0,0.0,40.0,19.0,2.82,1.5,30.0,3.6,280.5,42.6
1922,RAC,real,See Table 3 (compiled sources),450.0,0.44,3.0,2.0,0.0,0.0,0.0,2.0,35.7,4.42,3.38,17.7,6.3,372.6,74.3
1923,RAC,real,"Mahmoudian, Bypour & Kontoni 2024, Asian J. Civil Eng. (Ref 45)",430.0,0.43,28.0,100.0,0.0,0.0,0.0,100.0,34.6,4.16,3.19,25.69,5.1,258.3,49.1
1924,Ceramic,augmented_literature_based,This study (synthetic augmentation),361.1,0.538,14.0,26.9,0.0,5.9,0.0,32.8,45.1,5.75,4.11,22.68,5.6,260.2,55.1
1925,RAC,real,See Table 3 (compiled sources),280.0,0.5,28.0,2.0,0.0,0.0,0.0,2.0,48.0,5.7,4.05,17.09,6.0,234.7,47.7
1926,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.5,28.0,50.0,0.0,0.0,0.0,50.0,51.0,6.3,4.51,19.62,5.8,266.2,57.0
1927,RAC,real,See Table 3 (compiled sources),500.0,0.36,1.0,0.0,0.0,0.0,0.0,0.0,27.3,3.05,2.15,15.76,7.1,412.5,73.1
1928,RAC,real,See Table 3 (compiled sources),280.0,0.42,28.0,2.0,0.0,0.0,0.0,2.0,45.8,5.88,4.16,15.16,7.6,227.7,48.5
1929,Plastic,real,See Table 3 (compiled sources),380.0,0.45,28.0,0.0,0.0,0.0,2.0,2.0,32.5,6.8,3.2,17.5,6.3,325.0,62.9
1930,Plastic,augmented_literature_based,This study (synthetic augmentation),506.4,0.344,28.0,45.4,0.0,0.0,5.4,50.8,52.1,6.07,4.75,15.8,6.8,370.6,67.8
1931,RAC,real,See Table 3 (compiled sources),340.0,0.54,56.0,2.0,0.0,0.0,0.0,2.0,54.6,6.93,5.06,17.95,6.1,271.4,54.0
1932,RAC,real,See Table 3 (compiled sources),350.0,0.34,3.0,2.0,0.0,0.0,0.0,2.0,33.3,3.79,3.42,14.99,7.2,288.0,56.4
1933,RAC,real,See Table 3 (compiled sources),353.0,0.683,56.0,100.0,0.0,0.0,0.0,100.0,46.8,5.55,4.17,30.0,3.9,203.8,36.2
1934,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.65,28.0,100.0,0.0,0.0,0.0,100.0,39.9,4.8,3.45,30.0,2.8,224.1,38.5
1935,RAC,real,See Table 3 (compiled sources),380.0,0.5,28.0,50.0,0.0,0.0,0.0,50.0,62.8,7.96,5.59,21.04,5.6,260.8,55.8
1936,RAC,real,See Table 3 (compiled sources),280.0,0.55,28.0,1.0,0.0,0.0,0.0,1.0,43.8,4.82,4.02,21.11,4.9,234.0,57.8
1937,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.68,28.0,100.0,0.0,0.0,0.0,100.0,30.1,3.49,2.82,30.0,3.7,215.3,23.7
1938,RAC,real,"Hoang 2024, Mathematics (Ref 9)",161.0,0.894,28.0,0.0,0.0,0.0,0.0,0.0,40.4,5.05,3.83,30.0,2.9,121.0,42.0
1939,RAC,real,See Table 3 (compiled sources),210.0,0.58,56.0,2.0,0.0,0.0,0.0,2.0,41.9,5.37,3.95,21.38,5.5,170.3,43.8
1940,RAC,real,See Table 3 (compiled sources),350.0,0.35,28.0,1.0,0.0,0.0,0.0,1.0,53.4,6.27,4.82,12.35,8.1,286.2,60.6
1941,RAC,real,See Table 3 (compiled sources),450.0,0.43,28.0,2.0,0.0,0.0,0.0,2.0,56.1,6.34,5.21,13.64,7.4,371.5,79.0
1942,RAC,real,See Table 3 (compiled sources),500.0,0.35,3.0,1.0,0.0,0.0,0.0,1.0,43.5,5.57,3.76,15.35,7.6,410.3,72.3
1943,RAC,real,See Table 3 (compiled sources),330.0,0.6,28.0,2.0,0.0,0.0,0.0,2.0,41.0,4.96,3.7,24.06,4.9,267.2,54.6
1944,RAC,real,See Table 3 (compiled sources),350.0,0.37,28.0,1.0,0.0,0.0,0.0,1.0,49.1,5.9,4.43,12.74,7.8,289.6,56.6
1945,RAC,real,See Table 3 (compiled sources),350.0,0.33,28.0,0.0,0.0,0.0,0.0,0.0,52.4,6.12,4.49,11.37,8.1,284.5,60.8
1946,RAC,real,"Mahmoudian, Bypour & Kontoni 2024, Asian J. Civil Eng. (Ref 45)",350.0,0.5245714285714286,28.0,0.0,0.0,0.0,0.0,0.0,48.5,5.85,4.36,18.01,6.4,282.0,64.7
1947,RAC,real,See Table 3 (compiled sources),500.0,0.36,90.0,0.0,0.0,0.0,0.0,0.0,53.2,6.72,4.76,8.9,8.5,404.7,85.4
1948,RAC,real,See Table 3 (compiled sources),454.5,0.277227723,56.0,0.0,0.0,0.0,0.0,0.0,87.7,9.0,6.0,5.01,9.7,382.2,90.5
1949,RAC,real,See Table 3 (compiled sources),454.5,0.293289329,90.0,7.8,0.0,0.0,0.0,7.8,87.5,9.0,6.0,4.88,10.0,376.6,82.5
1950,RAC,real,See Table 3 (compiled sources),270.0,0.777777778,28.0,47.0,0.0,0.0,0.0,47.0,18.0,2.09,1.72,30.0,2.5,185.4,29.4
1951,RAC,real,"Hoang 2024, Mathematics (Ref 9)",284.0,0.38,7.0,0.0,0.0,0.0,0.0,0.0,16.5,2.0,1.5,17.41,6.1,231.9,43.0
1952,RAC,real,See Table 3 (compiled sources),275.0,0.531,28.0,100.0,0.0,0.0,0.0,100.0,46.5,5.77,4.21,27.4,4.3,142.1,25.3
1953,RAC,real,"Hoang 2024, Mathematics (Ref 9)",284.0,0.38,28.0,0.0,0.0,0.0,0.0,0.0,21.3,2.36,1.97,16.24,7.3,231.8,38.2
1954,RAC,real,See Table 3 (compiled sources),410.0,0.549,90.0,49.1,0.0,0.0,0.0,49.1,61.5,7.46,5.55,19.02,6.5,283.3,61.9
